,cell line,test,material,source,organism,cell type,morphology,tissue,disease,time (hr),concentration (ug/ml),viability (%),Hydrodynamic diameter (nm),Zeta potential (mV),mcd,electronegativity,rox,radii,Valance_electron,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,CrippenClogP,chi0v,chi1v,chi2v,hallKierAlpha,kappa1
544,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,10,87.20930233,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
545,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,15,69.56810631,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
546,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,20,58.30564784,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
547,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,25,45.84717608,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
548,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,30,40.16611296,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
549,HepG2,MTT,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,48,35,29.40199336,100,11,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
550,HepG2,CCK-8,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,0,99.72222222,223,-20.4,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
551,HepG2,CCK-8,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,2,101.3888889,223,-20.4,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
552,HepG2,CCK-8,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,4,101.5277778,223,-20.4,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
553,HepG2,CCK-8,ZnO,additional,Human,Human,epithelial,liver,Carcinoma,24,8,97.77777778,223,-20.4,2.272727273,2.545,-0.7618,1.35,8,81.389,1,0,0,-0.1213,4.082482905,1.5,0,0.423376623,2.423376623
